work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,EX,FT,Data Science Director,212000,USD,212000,United States,No Remote Work,United States,M
2023,EX,FT,Data Science Director,190000,USD,190000,United States,No Remote Work,United States,M
2023,MI,FT,Business Intelligence Engineer,35000,GBP,43064,United Kingdom,No Remote Work,United Kingdom,M
2023,MI,FT,Business Intelligence Engineer,35000,GBP,43064,United Kingdom,No Remote Work,United Kingdom,M
2023,SE,FT,Machine Learning Engineer,245700,USD,245700,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,132300,USD,132300,United States,No Remote Work,United States,M
2023,MI,FT,Data Specialist,90000,USD,90000,United States,No Remote Work,United States,M
2023,MI,FT,Data Specialist,80000,USD,80000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,212000,USD,212000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,93300,USD,93300,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,212000,USD,212000,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,93300,USD,93300,United States,No Remote Work,United States,M
2023,SE,FT,ML Engineer,276000,USD,276000,United States,No Remote Work,United States,M
2023,SE,FT,ML Engineer,174000,USD,174000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,133000,USD,133000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,58300,USD,58300,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,145640,USD,145640,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,84400,USD,84400,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,300000,USD,300000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,195000,USD,195000,United States,Fully Remote,United States,M
2023,SE,FT,Data Architect,190000,USD,190000,Canada,Fully Remote,Canada,M
2023,SE,FT,Data Architect,107500,USD,107500,Canada,Fully Remote,Canada,M
2023,SE,FT,Data Analyst,105000,USD,105000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,75000,USD,75000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,140000,USD,140000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,98000,USD,98000,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,236160,USD,236160,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,159408,USD,159408,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,115000,USD,115000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,85000,USD,85000,United States,Fully Remote,United States,M
2023,SE,FT,Data Product Manager,145000,USD,145000,United States,No Remote Work,United States,M
2023,SE,FT,Data Product Manager,120000,USD,120000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,120350,USD,120350,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,74400,USD,74400,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,158494,USD,158494,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,88052,USD,88052,United States,Fully Remote,United States,M
2023,SE,FT,Analytics Engineer,181500,USD,181500,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,127000,USD,127000,United States,No Remote Work,United States,M
2023,MI,FT,Machine Learning Engineer,300000,USD,300000,United States,No Remote Work,United States,M
2023,MI,FT,Machine Learning Engineer,260000,USD,260000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,258000,USD,258000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,171000,USD,171000,United States,No Remote Work,United States,M
2023,EN,FL,Business Intelligence Consultant,500000,GBP,615201,India,Fully Remote,India,S
2023,EN,FT,BI Data Analyst,25000,USD,25000,Ukraine,Fully Remote,Netherlands,M
2023,SE,FT,Data Scientist,200000,USD,200000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,150000,USD,150000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,225300,USD,225300,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,197400,USD,197400,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,205500,USD,205500,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,128500,USD,128500,United States,No Remote Work,United States,M
2023,SE,FT,Data Architect,191600,USD,191600,United States,No Remote Work,United States,M
2023,SE,FT,Data Architect,125600,USD,125600,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,245700,USD,245700,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,132300,USD,132300,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,130410,USD,130410,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,92000,USD,92000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,183900,USD,183900,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,108800,USD,108800,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,121200,USD,121200,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,166000,USD,166000,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,73100,USD,73100,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,231250,USD,231250,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,111000,USD,111000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,300000,USD,300000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,130000,USD,130000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,210500,USD,210500,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,105300,USD,105300,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,158400,USD,158400,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,85800,USD,85800,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,305600,USD,305600,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,146600,USD,146600,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,180400,USD,180400,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,138800,USD,138800,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,258700,USD,258700,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,172500,USD,172500,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,156100,USD,156100,Canada,No Remote Work,Canada,M
2023,SE,FT,Data Scientist,100400,USD,100400,Canada,No Remote Work,Canada,M
2023,SE,FT,Data Analyst,134200,USD,134200,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,103200,USD,103200,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,105000,USD,105000,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,85000,USD,85000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,220000,USD,220000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,160000,USD,160000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,110000,USD,110000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,95000,USD,95000,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,95400,USD,95400,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,57800,USD,57800,United States,Fully Remote,United States,M
2023,MI,FT,Data Scientist,110000,USD,110000,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,86000,USD,86000,United States,No Remote Work,United States,M
2023,EX,FT,Data Analyst,125000,USD,125000,United States,No Remote Work,United States,M
2023,EX,FT,Data Analyst,87500,USD,87500,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,United States,No Remote Work,United States,L
2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,United States,No Remote Work,United States,L
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,170000,USD,170000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,133200,USD,133200,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,84000,USD,84000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,171000,USD,171000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,93000,USD,93000,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,216450,USD,216450,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,123750,USD,123750,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,212800,USD,212800,United States,No Remote Work,United States,L
2023,SE,FT,Research Scientist,124100,USD,124100,United States,No Remote Work,United States,L
2023,MI,FT,Data Scientist,205000,USD,205000,United States,Fully Remote,United States,M
2023,MI,FT,Data Scientist,166000,USD,166000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,231650,USD,231650,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,189100,USD,189100,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,160000,USD,160000,Canada,Fully Remote,Canada,M
2023,SE,FT,Data Engineer,120000,USD,120000,Canada,Fully Remote,Canada,M
2023,SE,FT,Data Scientist,156100,USD,156100,Canada,No Remote Work,Canada,M
2023,SE,FT,Data Scientist,100400,USD,100400,Canada,No Remote Work,Canada,M
2023,SE,FT,Data Engineer,266875,USD,266875,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,128250,USD,128250,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,158600,USD,158600,United States,Fully Remote,United States,M
2023,MI,FT,Data Engineer,115300,USD,115300,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,225300,USD,225300,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,197400,USD,197400,United States,No Remote Work,United States,M
2023,EN,FT,Data Analyst,109900,USD,109900,United States,No Remote Work,United States,M
2023,EN,FT,Data Analyst,61200,USD,61200,United States,No Remote Work,United States,M
2023,SE,FT,Data Integration Engineer,161000,USD,161000,United States,Fully Remote,United States,M
2023,SE,FT,Data Integration Engineer,75000,USD,75000,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,166000,USD,166000,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,73100,USD,73100,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,138510,USD,138510,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,95490,USD,95490,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,150000,USD,150000,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,110000,USD,110000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,232200,USD,232200,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,133300,USD,133300,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,112800,EUR,121788,Lithuania,No Remote Work,Lithuania,M
2023,SE,FT,Machine Learning Engineer,73200,EUR,79032,Lithuania,No Remote Work,Lithuania,M
2023,SE,FT,Analytics Engineer,178250,USD,178250,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,110500,USD,110500,United States,No Remote Work,United States,M
2023,SE,FT,AI Engineer,190000,USD,190000,United States,No Remote Work,United States,M
2023,SE,FT,AI Engineer,160000,USD,160000,United States,No Remote Work,United States,M
2023,SE,FT,Applied Scientist,216000,USD,216000,United States,Fully Remote,United States,M
2023,SE,FT,Applied Scientist,184000,USD,184000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,166000,USD,166000,Canada,Fully Remote,Canada,M
2023,SE,FT,Data Scientist,104000,USD,104000,Canada,Fully Remote,Canada,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,United States,No Remote Work,United States,L
2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,United States,No Remote Work,United States,L
2023,SE,FT,Machine Learning Engineer,230000,USD,230000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,196000,USD,196000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,184000,USD,184000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,123000,USD,123000,United States,No Remote Work,United States,M
2023,MI,FT,Business Intelligence Engineer,165600,USD,165600,United States,No Remote Work,United States,L
2023,MI,FT,Business Intelligence Engineer,65800,USD,65800,United States,No Remote Work,United States,L
2023,SE,FT,Data Engineer,186000,USD,186000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,81800,USD,81800,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,135000,USD,135000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,82500,USD,82500,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,247250,USD,247250,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,160000,USD,160000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Scientist,169000,USD,169000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Scientist,105500,USD,105500,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,195800,USD,195800,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,161900,USD,161900,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Engineer,108500,USD,108500,United States,Fully Remote,United States,M
2023,SE,FT,Business Intelligence Engineer,78800,USD,78800,United States,Fully Remote,United States,M
2023,SE,FT,Research Scientist,225000,USD,225000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,166000,USD,166000,United States,No Remote Work,United States,M
2023,SE,FT,BI Developer,167500,USD,167500,United States,No Remote Work,United States,M
2023,SE,FT,BI Developer,106500,USD,106500,United States,No Remote Work,United States,M
2023,MI,FT,Business Intelligence Manager,160000,USD,160000,United States,Fully Remote,United States,M
2023,MI,FT,Business Intelligence Manager,110000,USD,110000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,120000,USD,120000,Canada,No Remote Work,Canada,M
2023,SE,FT,Data Analyst,105000,USD,105000,Canada,No Remote Work,Canada,M
2023,MI,FT,Data Analyst,110000,USD,110000,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,87500,USD,87500,United States,Fully Remote,United States,M
2023,MI,FT,Data Scientist,60000,USD,60000,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,55000,USD,55000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,145000,USD,145000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,115000,USD,115000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,225000,USD,225000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,166000,USD,166000,United States,No Remote Work,United States,M
2023,EX,FT,Data Engineer,135000,USD,135000,United States,No Remote Work,United States,M
2023,EX,FT,Data Engineer,100000,USD,100000,United States,No Remote Work,United States,M
2023,MI,FT,Machine Learning Engineer,105000,USD,105000,Portugal,Fully Remote,Portugal,M
2023,MI,FT,Machine Learning Engineer,95000,USD,95000,Portugal,Fully Remote,Portugal,M
2023,SE,FT,Analytics Engineer,289800,USD,289800,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,214200,USD,214200,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,167500,USD,167500,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,106500,USD,106500,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,220000,USD,220000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,146000,USD,146000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,128000,USD,128000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,81500,USD,81500,United States,No Remote Work,United States,M
2023,SE,FT,Data Architect,206000,USD,206000,United States,No Remote Work,United States,M
2023,SE,FT,Data Architect,134000,USD,134000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,370000,USD,370000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,200000,USD,200000,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,175000,USD,175000,United States,Fully Remote,United States,M
2023,SE,FT,Analytics Engineer,160000,USD,160000,United States,Fully Remote,United States,M
2023,EN,FT,Data Integration Specialist,240000,USD,240000,United States,Fully Remote,United States,M
2023,EN,FT,Data Integration Specialist,100000,USD,100000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,180000,USD,180000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,160000,USD,160000,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Engineer,143000,USD,143000,Canada,No Remote Work,Canada,M
2023,SE,FT,Business Intelligence Engineer,127000,USD,127000,Canada,No Remote Work,Canada,M
2023,MI,FT,Applied Scientist,249300,USD,249300,United States,No Remote Work,United States,L
2023,MI,FT,Applied Scientist,149300,USD,149300,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,222200,USD,222200,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,SE,FT,Data Engineer,190000,USD,190000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,M
2023,SE,FT,Research Scientist,248100,USD,248100,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,145900,USD,145900,United States,No Remote Work,United States,M
2023,SE,FT,Data Science Practitioner,170200,USD,170200,United States,No Remote Work,United States,M
2023,SE,FT,Data Science Practitioner,83900,USD,83900,United States,No Remote Work,United States,M
2023,MI,FT,Analytics Engineer,100000,USD,100000,United States,No Remote Work,United States,M
2023,MI,FT,Analytics Engineer,75000,USD,75000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,166000,USD,166000,United Kingdom,No Remote Work,United Kingdom,M
2023,SE,FT,Data Scientist,90000,USD,90000,United Kingdom,No Remote Work,United Kingdom,M
2023,SE,FT,Data Scientist,160000,USD,160000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,94100,USD,94100,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,226600,USD,226600,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,140100,USD,140100,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,247600,USD,247600,United States,No Remote Work,United States,L
2023,SE,FT,Data Scientist,127300,USD,127300,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,222200,USD,222200,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,260000,USD,260000,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,222200,USD,222200,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,SE,FT,Data Analyst,156000,USD,156000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,124000,USD,124000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,200000,USD,200000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,132600,USD,132600,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,308000,USD,308000,United States,No Remote Work,United States,M
2023,SE,FT,Research Engineer,190400,USD,190400,United States,No Remote Work,United States,M
2023,SE,FT,Data Architect,155000,USD,155000,United States,No Remote Work,United States,M
2023,SE,FT,Data Architect,136000,USD,136000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,75000,USD,75000,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,214500,USD,214500,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,132600,USD,132600,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,111000,USD,111000,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,104000,USD,104000,United States,No Remote Work,United States,M
2023,SE,FT,Applied Scientist,260000,USD,260000,United States,No Remote Work,United States,L
2023,SE,FT,Applied Scientist,136000,USD,136000,United States,No Remote Work,United States,L
2023,MI,FT,Data Engineer,85000,USD,85000,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,75000,USD,75000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,180250,USD,180250,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,118000,USD,118000,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,212800,USD,212800,United States,No Remote Work,United States,L
2023,SE,FT,Data Scientist,111600,USD,111600,United States,No Remote Work,United States,L
2023,SE,FT,Data Analyst,157500,USD,157500,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,132500,USD,132500,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,85000,USD,85000,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,75000,USD,75000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,93918,USD,93918,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,51962,USD,51962,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Analyst,171000,USD,171000,United States,Fully Remote,United States,M
2023,SE,FT,Business Intelligence Analyst,152000,USD,152000,United States,Fully Remote,United States,M
2023,SE,FT,Machine Learning Engineer,223600,USD,223600,United States,No Remote Work,United States,L
2023,SE,FT,Machine Learning Engineer,115000,USD,115000,United States,No Remote Work,United States,L
2023,SE,FT,Data Engineer,166000,USD,166000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,73100,USD,73100,United States,No Remote Work,United States,M
2023,MI,FT,Business Intelligence Developer,140000,USD,140000,United States,Fully Remote,United States,M
2023,MI,FT,Business Intelligence Developer,110000,USD,110000,United States,Fully Remote,United States,M
2023,MI,FT,Data Scientist,130900,USD,130900,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,72700,USD,72700,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,333500,USD,333500,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,144000,USD,144000,United States,No Remote Work,United States,M
2023,SE,FT,Business Intelligence Engineer,180000,USD,180000,United States,Fully Remote,United States,M
2023,SE,FT,Business Intelligence Engineer,118200,USD,118200,United States,Fully Remote,United States,M
2023,SE,FT,Data Architect,354200,USD,354200,United States,Fully Remote,United States,M
2023,SE,FT,Data Architect,221800,USD,221800,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,166000,USD,166000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,73000,USD,73000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,156600,USD,156600,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,137200,USD,137200,United States,Fully Remote,United States,M
2023,MI,FT,Data Analyst,149000,USD,149000,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,65300,USD,65300,United States,No Remote Work,United States,M
2023,MI,FT,Data Engineer,187000,USD,187000,United States,Fully Remote,United States,M
2023,MI,FT,Data Engineer,180000,USD,180000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,119636,USD,119636,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,70374,USD,70374,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,105000,USD,105000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,67000,USD,67000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,102000,USD,102000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,94770,USD,94770,United States,Fully Remote,United States,M
2023,SE,FT,Data Architect,186000,USD,186000,United States,No Remote Work,United States,M
2023,SE,FT,Data Architect,81800,USD,81800,United States,No Remote Work,United States,M
2023,EN,FT,Data Scientist,133000,USD,133000,United States,No Remote Work,United States,M
2023,EN,FT,Data Scientist,58400,USD,58400,United States,No Remote Work,United States,M
2023,SE,FT,Analytics Engineer,169900,USD,169900,United States,Fully Remote,United States,M
2023,SE,FT,Analytics Engineer,164100,USD,164100,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,305600,USD,305600,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,172500,USD,172500,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,105000,USD,105000,United States,Fully Remote,United States,M
2023,SE,FT,Data Analyst,75000,USD,75000,United States,Fully Remote,United States,M
2023,EN,FT,Analytics Engineer,34800,EUR,37573,Netherlands,Fully Remote,Netherlands,M
2022,EN,FT,AI Research Engineer,30000,GBP,36940,United Kingdom,Fully Remote,United Kingdom,L
2023,SE,FT,Machine Learning Engineer,180240,USD,180240,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,120160,USD,120160,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,212000,USD,212000,United States,No Remote Work,United States,M
2023,MI,FT,Data Scientist,93400,USD,93400,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,United States,No Remote Work,United States,M
2023,SE,FT,Machine Learning Engineer,170000,USD,170000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,119000,USD,119000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,71400,USD,71400,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,115950,USD,115950,United States,No Remote Work,United States,M
2023,MI,FT,Data Analyst,69570,USD,69570,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,225100,USD,225100,United States,Fully Remote,United States,M
2023,SE,FT,Data Scientist,140900,USD,140900,United States,Fully Remote,United States,M
2023,SE,FT,Data Science Consultant,116000,USD,116000,United States,No Remote Work,United States,M
2023,SE,FT,Data Science Consultant,90000,USD,90000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,212000,USD,212000,United States,No Remote Work,United States,M
2023,SE,FT,Data Scientist,93300,USD,93300,United States,No Remote Work,United States,M
2023,MI,FT,ML Engineer,179000,USD,179000,United States,No Remote Work,United States,M
2023,MI,FT,ML Engineer,144000,USD,144000,United States,No Remote Work,United States,M
2023,EN,FT,Research Scientist,250800,USD,250800,United States,No Remote Work,United States,M
2023,EN,FT,Research Scientist,167200,USD,167200,United States,No Remote Work,United States,M
2023,MI,FT,Research Scientist,144000,USD,144000,United States,No Remote Work,United States,M
2023,MI,FT,Research Scientist,76000,USD,76000,United States,No Remote Work,United States,M
2023,EX,FT,Data Lead,230000,USD,230000,United States,No Remote Work,United States,M
2023,EX,FT,Data Lead,180000,USD,180000,United States,No Remote Work,United States,M
2023,EN,FT,Data Scientist,156450,USD,156450,United States,Fully Remote,United States,M
2023,EN,FT,Data Scientist,119200,USD,119200,United States,Fully Remote,United States,M
2023,SE,FT,Research Scientist,150000,USD,150000,United States,Fully Remote,United States,M
2023,SE,FT,Research Scientist,130000,USD,130000,United States,Fully Remote,United States,M
2023,EX,FT,Head of Data,247500,USD,247500,United States,No Remote Work,United States,M
2023,EX,FT,Head of Data,172200,USD,172200,United States,No Remote Work,United States,M
2023,MI,FT,ML Engineer,155000,USD,155000,United States,No Remote Work,United States,M
2023,MI,FT,ML Engineer,125000,USD,125000,United States,No Remote Work,United States,M
2023,SE,FT,Data Engineer,175000,USD,175000,United States,Fully Remote,United States,M
2023,SE,FT,Data Engineer,97500,USD,97500,United States,Fully Remote,United States,M
2023,EX,FT,Research Scientist,220000,USD,220000,United States,No Remote Work,United States,M
2023,EX,FT,Research Scientist,185000,USD,185000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,100000,USD,100000,United States,No Remote Work,United States,M
2023,SE,FT,Data Analyst,75000,USD,75000,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,303050,USD,303050,United States,No Remote Work,United States,M
2023,SE,FT,Research Scientist,202350,USD,202350,United States,No Remote Work,United States,M
